"1-комн. квартира, 46 м2, 5/5 эт.",2 636 000 РУБ.,57 304 РУБ. за м2,"Республика Татарстан, Казань, Времена года Приволжский район, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257793335
"1-комн. квартира, 42 м2, 2/6 эт.",2 500 000 РУБ.,59 524 РУБ. за м2,"Г.Иннополис, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-173973650
"1-комн. квартира, 49 м2, 12/16 эт.",2 943 000 РУБ.,60 061 РУБ. за м2,"Мавлютова 3, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256778286
"1-комн. квартира, 43 м2, 10/23 эт.",2 670 000 РУБ.,62 093 РУБ. за м2,"Братьев Баталловых улица, 5\2, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258205731
"1-комн. квартира, 44 м2, 9/12 эт.",2 780 000 РУБ.,63 182 РУБ. за м2,"ул Аделя Кутуя, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-254538940
"1-комн. квартира, 45 м2, 6/25 эт.",2 850 000 РУБ.,63 333 РУБ. за м2,"ул. Отрадная, 1 очередь, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-184536994
"1-комн. квартира, 39 м2, 2/10 эт.",2 500 000 РУБ.,64 103 РУБ. за м2,"Республика Татарстан, Казань, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257771875
"1-комн. квартира, 39 м2, 5/9 эт.",2 550 000 РУБ.,65 385 РУБ. за м2,"ул 33 военный городок ,  12, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-194485479
"1-комн. квартира, 39.8 м2, 17/19 эт.",2 609 650 РУБ.,65 569 РУБ. за м2,"Республика Татарстан, Казань, улица Аметьевская Магистраль, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258242665
"1-комн. квартира, 44 м2, 16/25 эт.",2 893 800 РУБ.,65 768 РУБ. за м2,"ул. Отрадная, ЖК «Легенда», Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-196321792
"1-комн. квартира, 39.4 м2, 10/23 эт.",2 600 400 РУБ.,66 000 РУБ. за м2,"Республика Татарстан, Казань, улица Аметьевская Магистраль, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257446334
"1-комн. квартира, 39.4 м2, 10/23 эт.",2 600 400 РУБ.,66 000 РУБ. за м2,"Республика Татарстан, Казань, улица Аметьевская Магистраль, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257613462
"1-комн. квартира, 39.1 м2, 17/23 эт.",2 616 000 РУБ.,66 905 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258167490
"1-комн. квартира, 40.7 м2, 3/22 эт.",2 770 000 РУБ.,68 059 РУБ. за м2,"Казань, Республика Татарстан, улица Родины, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-212053318
"1-комн. квартира, 43 м2, 7/16 эт.",2 930 000 РУБ.,68 140 РУБ. за м2,"Краснококшайская 84 корпус г, Московский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-253794942
"1-комн. квартира, 38.6 м2, 6/19 эт.",2 640 560 РУБ.,68 408 РУБ. за м2,"п. Салмачи, ул. Завойского, ЖК «Малиновка», Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257992783
"1-комн. квартира, 39.5 м2, 7/19 эт.",2 706 416 РУБ.,68 517 РУБ. за м2,"п. Салмачи, ул. Завойского, ЖК «Малиновка», Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257992751
"1-комн. квартира, 41.2 м2, 13/16 эт.",2 890 000 РУБ.,70 146 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-238732669
"1-комн. квартира, 41.2 м2, 13/18 эт.",2 910 000 РУБ.,70 631 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257906974
"1-комн. квартира, 41 м2, 11/19 эт.",2 900 000 РУБ.,70 732 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257396923
"1-комн. квартира, 41 м2, 14/19 эт.",2 910 000 РУБ.,70 976 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256551356
"1-комн. квартира, 38 м2, 19/20 эт.",2 700 000 РУБ.,71 053 РУБ. за м2,"ул. Родины, Жилые дома, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255515395
"1-комн. квартира, 37.7 м2, 18/19 эт.",2 680 000 РУБ.,71 088 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258277024
"1-комн. квартира, 40 м2, 10/12 эт.",2 850 000 РУБ.,71 250 РУБ. за м2,"Аделя Кутуя улица, 108\1, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257987099
"1-комн. квартира, 41.2 м2, 11/19 эт.",2 970 000 РУБ.,72 087 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258196296
"1-комн. квартира, 34.8 м2, 8/9 эт.",2 550 000 РУБ.,73 276 РУБ. за м2,"Дачная (Приволжский р-н) 1, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-230761973
"1-комн. квартира, 38 м2, 6/19 эт.",2 790 000 РУБ.,73 421 РУБ. за м2,"Казань, Республика Татарстан, улица Родины, 24А, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257986750
"1-комн. квартира, 35 м2, 12/13 эт.",2 570 000 РУБ.,73 429 РУБ. за м2,"Республика Татарстан, Казань, Тэцевская улица, 4, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257626290
"1-комн. квартира, 37.5 м2, 12/18 эт.",2 760 000 РУБ.,73 600 РУБ. за м2,"ул. Родины, Дом 1, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257904025
"1-комн. квартира, 38 м2, 12/19 эт.",2 820 000 РУБ.,74 211 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-238732497
"1-комн. квартира, 39 м2, 2/9 эт.",2 930 000 РУБ.,75 128 РУБ. за м2,"Республика Татарстан, Казань, улица Серова, 2, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256521038
"1-комн. квартира, 36.5 м2, 4/9 эт.",2 750 000 РУБ.,75 342 РУБ. за м2,"ЖК по улице Серова д 2, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-253572704
"1-комн. квартира, 36.3 м2, 7/10 эт.",2 740 000 РУБ.,75 482 РУБ. за м2,"Мамадышский тракт 11, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256830165
"1-комн. квартира, 33 м2, 3/9 эт.",2 530 000 РУБ.,76 667 РУБ. за м2,"Казань, Республика Татарстан, Магаданская улица, 18, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256848462
"1-комн. квартира, 36.5 м2, 3/9 эт.",2 800 000 РУБ.,76 712 РУБ. за м2,"ЖК По улице Серова д2, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-211687033
"1-комн. квартира, 39 м2, 10/19 эт.",2 999 000 РУБ.,76 897 РУБ. за м2,"Республика Татарстан, Казань, жилой комплекс Голливуд, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257508976
"1-комн. квартира, 37 м2, 4/9 эт.",2 850 000 РУБ.,77 027 РУБ. за м2,"Республика Татарстан, Казань, Даурская улица, 20, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258080590
"1-комн. квартира, 34 м2, 4/5 эт.",2 650 000 РУБ.,77 941 РУБ. за м2,"Казань, Республика Татарстан, Даурская улица, 9, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258299698
"1-комн. квартира, 37 м2, 2/10 эт.",2 950 000 РУБ.,79 730 РУБ. за м2,"Фикрята Табеева 5 ЖК Весна, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-210978920
"1-комн. квартира, 33 м2, 3/5 эт.",2 699 900 РУБ.,81 815 РУБ. за м2,"Шаляпина 25 / Спартаковская 119, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258014743
"1-комн. квартира, 36.3 м2, 3/9 эт.",2 980 000 РУБ.,82 094 РУБ. за м2,"Казань, Республика Татарстан, улица Коммунаров, 2, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257855717
"1-комн. квартира, 35 м2, 16/25 эт.",2 875 000 РУБ.,82 143 РУБ. за м2,"ул. Отрадная, 1 очередь, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-193160243
"1-комн. квартира, 33 м2, 9/9 эт.",2 730 000 РУБ.,82 727 РУБ. за м2,"Фатыха Амирхана 77, Московский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258139224
"1-комн. квартира, 32 м2, 1/9 эт.",2 650 000 РУБ.,82 813 РУБ. за м2,"Республика Татарстан, Казань, Вахитовский район, Профсоюзная улица, 23В/12, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257572747
"1-комн. квартира, 32 м2, 17/26 эт.",2 669 000 РУБ.,83 406 РУБ. за м2,"ул. Отрадная, ЖК «Легенда», Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-253776569
"1-комн. квартира, 32 м2, 17/26 эт.",2 669 000 РУБ.,83 406 РУБ. за м2,"ул. Отрадная, ЖК «Легенда», Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255475136
"1-комн. квартира, 34 м2, 8/9 эт.",2 850 000 РУБ.,83 824 РУБ. за м2,"Республика Татарстан, Казань, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257283510
"1-комн. квартира, 32 м2, 3/5 эт.",2 800 000 РУБ.,87 500 РУБ. за м2,"Казань, Республика Татарстан, улица Шаляпина, 25/119, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257789744
"1-комн. квартира, 32 м2, 3/5 эт.",2 800 000 РУБ.,87 500 РУБ. за м2,"Шаляпина 25/119, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258105321
"1-комн. квартира, 33.5 м2, 6/9 эт.",2 950 000 РУБ.,88 060 РУБ. за м2,"Чистопольская ул, 4, Московский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-254738950
"1-комн. квартира, 32 м2, 2/6 эт.",2 899 000 РУБ.,90 594 РУБ. за м2,"Переулок Кирова, 5, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257697970
"1-комн. квартира, 337.7 м2, 6/22 эт.",2 866 000 РУБ.,8 487 РУБ. за м2,"ул. Короленко, жилой дом, Ново-Савиновский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257901842?utm_source=similarlistings
"1-комн. квартира, 66 м2, 5/16 эт.",3 170 000 РУБ.,48 030 РУБ. за м2,"Достоевского ул, 57, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-253288425?utm_source=similarlistings
"1-комн. квартира, 50 м2, 9/17 эт.",2 490 000 РУБ.,49 800 РУБ. за м2,"ул Достоевского, 57, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-196215048?utm_source=similarlistings
"1-комн. квартира, 50 м2, 5/9 эт.",2 500 000 РУБ.,50 000 РУБ. за м2,"Чистопольская, 6, Ново-Савиновский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255468659?utm_source=similarlistings
"1-комн. квартира, 50 м2, 2/9 эт.",2 650 000 РУБ.,53 000 РУБ. за м2,"Казань, Республика Татарстан, улица Кул Гали, 10, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257626430?utm_source=similarlistings
"1-комн. квартира, 46 м2, 1/2 эт.",2 490 000 РУБ.,54 130 РУБ. за м2,"Республика Татарстан, Казань, территория Озеро Лебяжье, 7А, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256927466?utm_source=similarlistings
"1-комн. квартира, 42 м2, 9/11 эт.",2 300 000 РУБ.,54 762 РУБ. за м2,"Республика Татарстан, Казань, 33-й Военный городок, 12, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256111104?utm_source=similarlistings
"1-комн. квартира, 42.2 м2, 5/5 эт.",2 350 000 РУБ.,55 687 РУБ. за м2,"ул. Мичурина д.14, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-182859742?utm_source=similarlistings
"1-комн. квартира, 40.9 м2, 10/19 эт.",2 303 297 РУБ.,56 315 РУБ. за м2,"Казань, Республика Татарстан, Оренбургский тракт, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257517819?utm_source=similarlistings
"1-комн. квартира, 46 м2, 6/13 эт.",2 600 000 РУБ.,56 522 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255252826?utm_source=similarlistings
"1-комн. квартира, 46 м2, 1/5 эт.",2 600 000 РУБ.,56 522 РУБ. за м2,"Высокогорский район, Республика Татарстан, село Высокая Гора, Высокая Гора, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-vysokaya_gora-257802424?utm_source=similarlistings
"1-комн. квартира, 40.1 м2, 9/19 эт.",2 269 660 РУБ.,56 600 РУБ. за м2,"Оренбургский тракт, стр. 3, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258106596?utm_source=similarlistings
"1-комн. квартира, 45 м2, 3/3 эт.",2 550 000 РУБ.,56 667 РУБ. за м2,"Республика Татарстан, Казань, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-254080215?utm_source=similarlistings
"1-комн. квартира, 46.1 м2, 8/12 эт.",2 628 000 РУБ.,57 007 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-254149268?utm_source=similarlistings
"1-комн. квартира, 46 м2, 2/5 эт.",2 639 808 РУБ.,57 387 РУБ. за м2,"Республика Татарстан, Казань, Приволжский район, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258254334?utm_source=similarlistings
"1-комн. квартира, 48 м2, 8/12 эт.",2 757 000 РУБ.,57 438 РУБ. за м2,"ул. Аделя Кутуя, стр. В, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257382984?utm_source=similarlistings
"1-комн. квартира, 40 м2, 2/10 эт.",2 300 000 РУБ.,57 500 РУБ. за м2,"ул. Тэцевская, ЖК «Новые острова», Авиастроительный, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255915298?utm_source=similarlistings
"1-комн. квартира, 45.5 м2, 5/5 эт.",2 623 042 РУБ.,57 649 РУБ. за м2,"Республика Татарстан, Казань, Оренбургский тракт, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-258139456?utm_source=similarlistings
"1-комн. квартира, 43 м2, 9/10 эт.",2 490 000 РУБ.,57 907 РУБ. за м2,"ул. Аделя Кутуя, стр. В, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257594408?utm_source=similarlistings
"1-комн. квартира, 49 м2, 16/20 эт.",2 840 260 РУБ.,57 964 РУБ. за м2,"ул. Мавлютова, стр. 1, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-197083884?utm_source=similarlistings
"1-комн. квартира, 45.7 м2, 3/5 эт.",2 650 000 РУБ.,57 987 РУБ. за м2,"с Усады ул. Дорожная д. 1.3, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257003333?utm_source=similarlistings
"1-комн. квартира, 39.6 м2, 10/19 эт.",2 306 200 РУБ.,58 237 РУБ. за м2,"ул. Гавриила Державина, стр. 1-5, Ново-Савиновский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256551320?utm_source=similarlistings
"1-комн. квартира, 39.4 м2, 4/5 эт.",2 300 000 РУБ.,58 376 РУБ. за м2,"ул. Гагарина д. 77, Ново-Савиновский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-252866543?utm_source=similarlistings
"1-комн. квартира, 47 м2, 10/12 эт.",2 750 000 РУБ.,58 511 РУБ. за м2,"Республика Татарстан, Казань, Советский район, Советский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-255205282?utm_source=similarlistings
"1-комн. квартира, 41 м2, 1/5 эт.",2 400 000 РУБ.,58 537 РУБ. за м2,"Казань, Республика Татарстан, Авангардная улица, 171А, Вахитовский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-256238880?utm_source=similarlistings
"1-комн. квартира, 49 м2, 13/15 эт.",2 870 000 РУБ.,58 571 РУБ. за м2,"Сыртлановой 1, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-254697240?utm_source=similarlistings
"1-комн. квартира, 46 м2, 4/5 эт.",2 695 778 РУБ.,58 604 РУБ. за м2,"Республика Татарстан, Казань, Оренбургский тракт, Приволжский, Казань, Татарстан",https://www.domofond.ru/1-komnatnaya-kvartira-na-prodazhu-kazan-257516590?utm_source=similarlistings
